257	2
258	22
259	13
260	3
261	21
262	5
263	10
264	7
265	20
266	35
267	5
268	8
269	2
270	7
271	51
272	3
273	6
274	23
275	54
276	8
277	7
278	3
279	4
280	16
281	2
282	1
283	2
284	2
285	1
286	7
287	49
288	2
289	17
290	6
291	35
292	2
293	2
294	6
295	20
296	2
297	24
298	17
299	49
300	6
301	5
302	5
303	5
304	7
305	2
306	10
307	32
308	6
309	1
310	13
311	6
312	43
313	8
314	11
315	1
316	3
317	5
318	3
319	7
320	3
321	12
322	4
323	8
324	8
325	5
326	5
327	10
328	55
329	19
330	14
331	33
332	9
333	46
334	40
335	1
336	2
337	13
338	30
339	1
340	32
341	6
342	8
343	42
344	14
345	5
346	50
347	13
348	1
349	13
350	12
351	2
352	8
353	8
354	32
355	6
356	8
357	1
358	2
359	17
360	3
361	14
362	53
363	6
364	6
365	5
366	6
367	2
368	7
369	20
370	14
371	5
372	33
373	1
374	16
375	5
376	1
377	6
378	13
379	35
380	38
381	39
382	12
383	5
384	12
385	5
386	12
387	8
388	3
389	10
390	18
391	16
392	2
393	56
394	17
395	12
396	3
397	7
398	4
399	8
400	1
401	32
402	6
403	13
404	9
405	3
406	7
407	41
408	14
409	18
410	4
411	14
412	22
413	2
414	2
415	2
416	5
417	4
418	11
419	43
420	2
421	10
422	2
423	39
424	6
425	6
426	14
427	32
428	11
429	8
430	12
431	24
432	48
433	1
434	27
435	3
436	23
437	11
438	6
439	2
440	14
441	6
442	1
443	10
444	2
445	5
446	14
447	5
448	1
449	4
450	3
451	5
452	2
453	11
454	13
455	12
456	1
457	34
458	1
459	5
460	27
461	2
462	20
463	23
464	16
465	10
466	3
467	26
468	1
469	16
470	3
471	24
472	7
473	12
474	2
475	4
476	35
477	2
478	14
479	20
480	14
481	6
482	7
483	14
484	8
485	14
486	1
487	4
488	8
489	5
490	7
491	22
492	5
493	6
494	1
495	2
496	14
497	4
498	4
499	3
500	12
501	17
502	2
503	8
504	16
505	5
506	8
507	2
508	3
509	1
510	11
511	7
512	1
513	17
514	21
515	1
516	35
517	13
518	6
519	8
520	24
521	17
522	13
523	16
524	15
525	2
526	8
527	3
528	11
529	9
530	8
531	12
532	16
533	3
534	12
535	21
536	18
537	2
538	5
539	16
540	5
541	1
542	2
543	29
544	4
545	44
546	35
547	4
548	12
549	13
550	22
551	26
552	3
553	3
554	3
555	2
556	1
557	3
558	6
559	2
560	17
561	8
562	4
563	6
564	10
565	20
566	7
567	6
568	3
569	18
570	1
571	3
572	5
573	5
574	6
575	4
576	6
577	3
578	1
579	1
580	16
581	13
582	5
583	7
584	2
585	1
586	3
587	4
588	8
589	2
590	1
591	39
592	1
593	10
594	16
595	2
596	5
597	5
598	3
599	34
600	2
601	1
602	37
603	10
604	4
605	4
606	1
607	3
608	4
609	46
610	4
611	1
612	3
613	2
614	3
615	8
616	7
617	7
618	1
619	40
620	33
621	13
622	8
623	2
624	17
625	1
626	4
627	12
628	35
629	16
630	55
631	20
632	7
633	1
634	4
635	16
636	22
637	13
638	2
639	8
640	30
641	1
642	2
643	2
644	5
645	9
646	4
647	2
648	11
649	20
650	2
651	15
652	2
653	14
654	10
655	7
656	10
657	23
658	11
659	21
660	8
661	18
662	7
663	12
664	29
665	10
666	3
667	6
668	7
669	7
670	3
671	15
672	3
673	2
674	1
675	10
676	3
677	3
678	6
679	3
680	8
681	1
682	1
683	7
684	1
685	11
686	1
687	25
688	1
689	3
690	6
691	8
692	4
693	1
694	4
695	40
696	25
697	29
698	4
699	4
700	3
701	5
702	11
703	8
704	33
705	6
706	3
707	10
708	16
709	13
710	6
711	1
712	12
713	1
714	5
715	8
716	52
717	2
718	8
719	12
720	17
721	7
722	13
723	6
724	3
725	6
726	2
727	5
728	22
729	1
730	3
731	5
732	1
733	20
734	2
735	8
736	15
737	10
738	7
739	2
740	8
741	8
742	6
743	6
744	1
745	7
746	1
747	1
748	2
749	29
750	8
751	3
752	3
753	23
754	4
755	21
756	8
757	1
758	14
759	5
760	3
761	8
762	24
763	2
764	2
765	2
766	2
767	7
768	6
769	11
770	31
771	11
772	7
773	7
774	1
775	12
776	7
777	2
778	7
779	3
780	21
781	1
782	3
783	2
784	11
785	3
786	3
787	3
788	4
789	5
790	5
791	6
792	1
793	14
794	5
795	1
796	5
797	1
798	8
799	2
800	3
801	6
802	2
803	6
804	3
805	22
806	1
807	12
808	10
809	2
810	3
811	2
812	2
813	2
814	2
815	14
816	2
817	3
818	3
819	24
820	35
821	1
822	2
823	23
824	5
825	3
826	29
827	4
828	2
829	1
830	2
831	2
832	11
833	4
834	12
835	31
836	5
837	13
838	2
839	3
840	7
841	10
842	2
843	2
844	5
845	3
846	8
847	4
848	2
849	7
850	10
851	6
852	6
853	6
854	20
855	5
856	8
857	4
858	5
859	7
860	3
861	6
862	21
863	3
864	4
865	2
866	1
867	2
868	2
869	10
870	4
871	3
872	1
873	10
874	3
875	13
876	1
877	18
878	3
879	2
880	32
881	13
882	26
883	6
884	19
885	1
886	11
887	6
888	6
889	5
890	7
891	2
892	5
893	4
894	1
895	1
896	3
897	7
898	4
899	2
900	2
901	3
902	1
903	3
904	7
905	1
906	2
907	2
908	4
909	7
910	1
911	1
912	2
913	1
914	5
915	1
916	3
917	5
918	8
919	1
920	8
921	2
922	1
923	12
924	1
925	1
926	1
927	7
928	1
929	2
930	2
931	1
932	6
933	3
934	2
935	2
936	5
937	2
938	16
939	2
940	7
941	5
942	2
943	1
944	11
945	9
946	5
947	1
948	21
949	5
950	1
951	1
952	5
953	5
954	1
955	5
956	4
957	2
958	2
959	9
960	2
961	2
962	1
963	3
964	2
965	6
966	11
967	2
968	1
969	1
970	1
971	7
972	3
973	1
974	8
975	1
976	10
977	6
978	4
979	8
980	1
981	2
982	1
983	10
984	2
985	5
986	6
987	5
988	8
989	3
990	2
991	1
992	10
993	2
994	8
995	3
996	10
997	2
998	1
999	1
1000	1
